1,0.425000,0.006000
1,0.426000,0.006000
1,0.431000,0.005000
1,0.426000,0.009000
1,0.430000,0.007000
1,0.428000,0.005000
1,0.611000,0.005000
1,0.539000,0.008000
1,0.912000,0.011000
1,0.507000,0.005000
1,0.445000,0.005000
1,0.444000,0.005000
1,0.439000,0.005000
1,0.445000,0.008000
1,0.435000,0.005000
1,0.457000,0.005000
1,0.453000,0.004000
1,0.475000,0.005000
1,0.442000,0.005000
1,0.442000,0.008000
1,0.463000,0.005000
2,0.450000,0.008000
2,0.449000,0.008000
2,0.486000,0.005000
2,0.453000,0.009000
2,0.465000,0.005000
2,0.450000,0.006000
2,0.485000,0.005000
2,0.484000,0.005000
2,0.448000,0.014000
2,0.434000,0.006000
2,0.434000,0.006000
2,0.897000,0.008000
2,0.503000,0.007000
2,0.504000,0.008000
2,0.719000,0.007000
2,0.637000,0.034000
2,0.439000,0.008000
2,0.450000,0.007000
2,0.663000,0.005000
2,0.464000,0.005000
2,0.543000,0.006000
4,0.488000,0.007000
4,0.451000,0.006000
4,0.650000,0.006000
4,0.542000,0.007000
4,0.562000,0.007000
4,0.451000,0.006000
4,0.457000,0.006000
4,0.490000,0.008000
4,0.531000,0.007000
4,0.436000,0.005000
4,0.445000,0.008000
4,0.442000,0.010000
4,0.441000,0.005000
4,0.446000,0.007000
4,0.443000,0.006000
4,0.448000,0.005000
4,0.436000,0.006000
4,0.435000,0.006000
4,0.448000,0.006000
4,0.440000,0.006000
4,0.443000,0.009000
8,0.435000,0.008000
8,0.537000,0.007000
8,0.440000,0.008000
8,0.434000,0.008000
8,0.452000,0.008000
8,0.439000,0.007000
8,0.452000,0.008000
8,0.433000,0.008000
8,0.434000,0.009000
8,0.441000,0.008000
8,0.435000,0.008000
8,0.438000,0.007000
8,0.443000,0.007000
8,0.448000,0.008000
8,0.436000,0.007000
8,0.436000,0.011000
8,0.446000,0.007000
8,0.599000,0.008000
8,0.460000,0.009000
8,0.435000,0.010000
8,0.442000,0.013000
16,0.452000,0.013000
16,0.448000,0.010000
16,0.423000,0.011000
16,0.428000,0.011000
16,0.431000,0.011000
16,0.433000,0.012000
16,0.430000,0.011000
16,0.457000,0.011000
16,0.504000,0.011000
16,0.445000,0.011000
16,0.428000,0.011000
16,0.438000,0.011000
16,0.440000,0.011000
16,0.429000,0.010000
16,0.448000,0.011000
16,0.509000,0.012000
16,0.454000,0.011000
16,0.442000,0.011000
16,0.465000,0.013000
16,0.438000,0.014000
16,0.520000,0.011000
32,0.446000,0.017000
32,0.457000,0.019000
32,0.457000,0.017000
32,0.457000,0.020000
32,0.540000,0.018000
32,1.026000,0.022000
32,0.451000,0.016000
32,0.438000,0.017000
32,0.482000,0.019000
32,0.482000,0.018000
32,0.473000,0.017000
32,0.453000,0.019000
32,0.563000,0.017000
32,0.492000,0.019000
32,0.498000,0.023000
32,0.435000,0.016000
32,0.436000,0.016000
32,0.433000,0.016000
32,0.470000,0.019000
32,0.460000,0.017000
32,0.452000,0.017000
64,0.444000,0.028000
64,0.442000,0.029000
64,0.432000,0.029000
64,0.439000,0.028000
64,0.444000,0.029000
64,0.442000,0.030000
64,0.445000,0.032000
64,0.446000,0.031000
64,0.435000,0.028000
64,0.441000,0.031000
64,0.434000,0.031000
64,0.496000,0.030000
64,0.478000,0.029000
64,0.446000,0.030000
64,0.445000,0.030000
64,0.433000,0.030000
64,0.442000,0.028000
64,0.462000,0.029000
64,0.509000,0.031000
64,0.445000,0.030000
64,0.579000,0.039000
128,0.555000,0.056000
128,0.469000,0.054000
128,0.438000,0.075000
128,0.531000,0.067000
128,0.505000,0.060000
128,0.480000,0.057000
128,0.447000,0.059000
128,0.475000,0.054000
128,0.450000,0.055000
128,0.470000,0.055000
128,0.452000,0.055000
128,0.453000,0.055000
128,0.449000,0.057000
128,0.440000,0.054000
128,0.463000,0.057000
128,0.473000,0.058000
128,0.464000,0.057000
128,0.562000,0.055000
128,0.464000,0.055000
128,0.439000,0.054000
128,0.460000,0.054000
256,0.546000,0.101000
256,0.536000,0.103000
256,0.465000,0.100000
256,0.557000,0.103000
256,0.506000,0.102000
256,0.484000,0.101000
256,0.475000,0.102000
256,0.467000,0.102000
256,0.459000,0.107000
256,0.469000,0.101000
256,0.461000,0.103000
256,0.466000,0.104000
256,0.469000,0.104000
256,0.488000,0.104000
256,0.468000,0.105000
256,0.480000,0.108000
256,0.486000,0.110000
256,0.509000,0.104000
256,0.465000,0.106000
256,0.481000,0.102000
256,0.464000,0.107000
512,0.794000,0.216000
512,0.694000,0.207000
512,0.753000,0.207000
512,0.704000,0.318000
512,0.750000,0.211000
512,0.713000,0.208000
512,0.738000,0.210000
512,0.746000,0.215000
512,1.079000,0.210000
512,0.847000,0.209000
512,0.691000,0.240000
512,0.713000,0.206000
512,0.700000,0.202000
512,0.844000,0.214000
512,0.835000,0.215000
512,0.861000,0.212000
512,0.858000,0.214000
512,0.783000,0.211000
512,0.688000,0.281000
512,0.699000,0.207000
512,0.707000,0.208000
1024,1.232000,0.421000
1024,1.254000,0.418000
1024,1.184000,0.423000
1024,1.309000,0.455000
1024,1.275000,0.449000
1024,1.244000,0.440000
1024,1.218000,0.454000
1024,1.213000,0.435000
1024,1.202000,0.435000
1024,1.225000,0.431000
1024,1.413000,0.448000
1024,1.356000,0.434000
1024,1.296000,0.448000
1024,1.275000,0.467000
1024,1.254000,0.438000
1024,1.219000,0.443000
1024,1.235000,0.435000
1024,1.300000,0.434000
1024,1.227000,0.457000
1024,1.288000,0.435000
1024,1.215000,0.442000
2048,2.170000,0.921000
2048,2.187000,0.897000
2048,2.213000,0.892000
2048,2.234000,0.967000
2048,2.266000,0.912000
2048,2.263000,1.306000
2048,2.203000,0.919000
2048,2.196000,1.126000
2048,2.427000,0.937000
2048,2.223000,0.937000
2048,2.209000,0.910000
2048,2.471000,1.098000
2048,2.493000,0.943000
2048,2.230000,0.950000
2048,2.278000,0.905000
2048,2.714000,0.940000
2048,2.117000,0.875000
2048,2.153000,0.908000
2048,2.269000,0.936000
2048,2.155000,0.898000
2048,2.271000,0.966000
4096,4.347000,2.151000
4096,4.503000,2.034000
4096,4.283000,1.985000
4096,4.087000,1.936000
4096,4.120000,1.902000
4096,4.352000,2.048000
4096,4.265000,1.971000
4096,4.371000,2.129000
4096,4.280000,1.812000
4096,4.417000,1.994000
4096,4.256000,1.996000
4096,4.222000,2.410000
4096,4.380000,2.114000
4096,4.448000,2.058000
4096,4.253000,1.947000
4096,4.224000,1.889000
4096,4.168000,1.896000
4096,4.237000,2.150000
4096,4.355000,1.922000
4096,4.347000,1.952000
4096,4.155000,1.912000
8192,8.480000,4.370000
8192,8.617000,4.369000
8192,8.459000,4.094000
8192,8.336000,4.031000
8192,8.831000,4.389000
8192,8.405000,4.219000
8192,8.276000,4.071000
8192,8.586000,4.611000
8192,8.473000,4.249000
8192,8.375000,4.067000
8192,9.870000,4.807000
8192,8.536000,4.194000
